fips,name,state,bryant17_county,main_source_of_generation_2016,electricity_demand_twh_2016,n_powerplants_2016,solar_generation_mwh_2016,solar_generation_mwh_2018
46077,Kingsbury County,SD,0,WIND,3,8,10934,20185
46079,Lake County,SD,0,WIND,0,7,10422,19453
46081,Lawrence County,SD,0,WIND,3,9,10183,19276
46083,Lincoln County,SD,0,WIND,3,6,11050,20569
46085,Lyman County,SD,0,WIND,2,6,10738,20830
46087,McCook County,SD,0,WIND,1,8,11190,20815
46089,McPherson County,SD,0,WIND,3,8,11620,21153
46091,Marshall County,SD,0,WIND,4,7,11396,20727
46093,Meade County,SD,0,WIND,2,6,10635,19994
46095,Mellette County,SD,0,WIND,2,6,11547,21157
46097,Miner County,SD,0,WIND,1,7,11221,20766
46099,Minnehaha County,SD,0,WIND,2,8,10358,20120
46101,Moody County,SD,1,WIND,2,8,11006,24686
46103,Pennington County,SD,1,WIND,3,9,10922,20814.801
46105,Perkins County,SD,1,WIND,1,9,11607,23468
46107,Potter County,SD,1,WIND,2,9,11789,22583
46109,Roberts County,SD,1,WIND,1,9,10359,20651
46111,Sanborn County,SD,1,WIND,1,10,11022,21864
46113,Shannon County,SD,1,WIND,2,8,11089,20773
46115,Spink County,SD,1,WIND,2,9,10679,26084
46117,Stanley County,SD,1,WIND,2,9,10360,23675
46119,Sully County,SD,1,WIND,2,8,11421,24224
46121,Todd County,SD,1,WIND,1,10,9675,22859
46123,Tripp County,SD,1,WIND,2,8,10101,23370
46125,Turner County,SD,1,WIND,1,10,11666,22938
46127,Union County,SD,1,WIND,2,10,11668,25897
46129,Walworth County,SD,1,WIND,1,10,10905,25203
46135,Yankton County,SD,1,WIND,2,7,11324,22211
46137,Ziebach County,SD,1,WIND,2,10,10963,22650
47001,Anderson County,TN,0,COAL,0,9,11636,21159
47003,Bedford County,TN,0,COAL,1,8,11536,20097
47005,Benton County,TN,0,COAL,1,7,10438,19163
47007,Bledsoe County,TN,0,COAL,1,8,10755,20008
47009,Blount County,TN,0,COAL,3,7,10730,20176
47011,Bradley County,TN,0,COAL,2,7,10515,19165
47013,Campbell County,TN,0,COAL,0,9,10850,19255
47015,Cannon County,TN,0,COAL,1,7,11684,21279
47017,Carroll County,TN,0,COAL,1,8,10619,19773
47019,Carter County,TN,0,COAL,3,9,10444,20558
47021,Cheatham County,TN,0,COAL,1,9,11085,19783
47023,Chester County,TN,0,COAL,1,7,10470,19258
47025,Claiborne County,TN,0,COAL,1,7,11130,20266
47027,Clay County,TN,0,COAL,2,7,10060,19733
47029,Cocke County,TN,0,COAL,2,6,11118,19869
47031,Coffee County,TN,0,COAL,1,7,11289,21009
47033,Crockett County,TN,0,COAL,0,6,11662,20855
47035,Cumberland County,TN,0,COAL,2,7,10147,19565
47037,Davidson County,TN,0,COAL,1,8,11119,19586
47039,Decatur County,TN,0,COAL,0,9,11016,19101
47041,DeKalb County,TN,0,COAL,2,10,11092,21133
47043,Dickson County,TN,0,COAL,2,8,10825,20349
47045,Dyer County,TN,0,COAL,3,7,10698,20326
47047,Fayette County,TN,0,COAL,1,8,11858,21057
47049,Fentress County,TN,0,COAL,2,6,10785,20008
47051,Franklin County,TN,0,COAL,1,7,11429,20862
47053,Gibson County,TN,0,COAL,4,7,10992,20711
47055,Giles County,TN,0,COAL,1,7,11291,20458
47057,Grainger County,TN,0,COAL,1,8,10500,19577
47059,Greene County,TN,0,COAL,3,7,10206,20477
47061,Grundy County,TN,0,COAL,0,7,11675,20818
47063,Hamblen County,TN,0,COAL,2,8,10537,19761
47065,Hamilton County,TN,0,COAL,2,8,10609,19754
47067,Hancock County,TN,0,COAL,2,9,11256,20413
47069,Hardeman County,TN,0,COAL,2,9,11111,20954
47071,Hardin County,TN,0,COAL,3,9,11263,20537
47073,Hawkins County,TN,0,COAL,0,7,11095,19839
47075,Haywood County,TN,0,COAL,1,9,10079,19138
47077,Henderson County,TN,0,COAL,0,6,11186,20042
47079,Henry County,TN,0,COAL,1,8,10888,20576
47081,Hickman County,TN,0,COAL,1,7,11265,21319
47083,Houston County,TN,0,COAL,3,8,10489,19641
47085,Humphreys County,TN,0,COAL,2,8,11389,20321
47087,Jackson County,TN,0,COAL,2,8,11081,19660
47089,Jefferson County,TN,0,COAL,4,8,10332,19645
47091,Johnson County,TN,0,COAL,3,6,10807,19466
47093,Knox County,TN,0,COAL,3,8,11691,21296
47095,Lake County,TN,0,COAL,1,7,11431,20760
47097,Lauderdale County,TN,0,COAL,0,8,11250,20946
47099,Lawrence County,TN,0,COAL,1,8,10519,19686
47101,Lewis County,TN,1,COAL,2,9,11629,21362
47103,Lincoln County,TN,1,COAL,1,9,11721,19111
47105,Loudon County,TN,1,COAL,3,9,10996,20355.6
47107,McMinn County,TN,1,COAL,3,10,11150,21027.4
47109,McNairy County,TN,1,COAL,1,11,10627,18993
47111,Macon County,TN,1,COAL,3,7,10702,19480
47113,Madison County,TN,1,COAL,2,11,10830,19323
47115,Marion County,TN,1,COAL,2,11,10079,18985
47117,Marshall County,TN,1,COAL,2,10,9908,18233
47119,Maury County,TN,1,COAL,0,9,11474,21212
47121,Meigs County,TN,1,COAL,2,9,10970,19561
47123,Monroe County,TN,1,COAL,3,11,11114,19184.6
47125,Montgomery County,TN,1,COAL,3,10,11446,19638.6
47127,Moore County,TN,1,COAL,3,8,11710,19859
47129,Morgan County,TN,1,COAL,1,9,11837,21538
47131,Obion County,TN,1,COAL,1,11,10731,19728
47133,Overton County,TN,1,COAL,2,10,11483,19688
47135,Perry County,TN,1,COAL,1,9,10529,18924
47137,Pickett County,TN,1,COAL,3,10,10567,19545.801
47139,Polk County,TN,1,COAL,3,9,11360,19239
47141,Putnam County,TN,1,COAL,2,9,10549,19313
47143,Rhea County,TN,1,COAL,1,11,11124,18662
47145,Roane County,TN,1,COAL,2,10,11593,20693
47147,Robertson County,TN,1,COAL,2,9,10912,19187
47149,Rutherford County,TN,1,COAL,1,8,10252,19351
47151,Scott County,TN,1,COAL,2,8,10216,18955
47153,Sequatchie County,TN,1,COAL,2,8,10505,19182
47155,Sevier County,TN,1,COAL,3,10,11076,20510.4
47157,Shelby County,TN,1,COAL,4,9,11308,19953.801
47159,Smith County,TN,1,COAL,1,9,11339,19323
47161,Stewart County,TN,1,COAL,2,10,10464,19508
47163,Sullivan County,TN,1,COAL,2,9,11594,20323
47165,Sumner County,TN,1,COAL,3,10,10414,17632
47167,Tipton County,TN,1,COAL,0,11,11474,20742
47169,Trousdale County,TN,1,COAL,0,10,11270,20253.5
47171,Unicoi County,TN,1,COAL,0,10,10549,20094.5
47173,Union County,TN,1,COAL,3,9,10673,19085.801
47175,Van Buren County,TN,1,COAL,3,9,10480,18986.4
47177,Warren County,TN,1,COAL,0,10,11509,20879.5
47179,Washington County,TN,1,COAL,2,11,10828,20181
47181,Wayne County,TN,1,COAL,1,8,10750,19070
47183,Weakley County,TN,1,COAL,2,10,10889,19435
47185,White County,TN,1,COAL,3,8,11080,18595.801
47187,Williamson County,TN,1,COAL,2,9,10301,19177
47189,Wilson County,TN,1,COAL,1,12,10731,19457
48001,Anderson County,TX,1,GAS,2,10,11419,21222
48003,Andrews County,TX,1,GAS,2,6,11725,21725
48005,Angelina County,TX,1,GAS,1,8,11449,20812
48007,Aransas County,TX,1,GAS,3,7,11046,20431.199
48009,Archer County,TX,1,GAS,2,7,10790,19867
48011,Armstrong County,TX,1,GAS,1,8,11564,20350
48013,Atascosa County,TX,1,GAS,1,7,10816,19647
48015,Austin County,TX,1,GAS,1,8,11198,20872
48017,Bailey County,TX,1,GAS,2,7,12099,22562
48019,Bandera County,TX,1,GAS,0,8,11727,20936
48021,Bastrop County,TX,1,GAS,3,8,10310,19487
48023,Baylor County,TX,1,GAS,2,6,11208,19796
48025,Bee County,TX,1,GAS,2,8,10976,19993
48027,Bell County,TX,1,GAS,2,8,11323,21218
48029,Bexar County,TX,1,GAS,1,8,10728,20451
48031,Blanco County,TX,1,GAS,1,8,11192,21414
48033,Borden County,TX,1,GAS,4,7,10541,20059.199
48035,Bosque County,TX,1,GAS,3,7,10852,20576.801
48037,Bowie County,TX,1,GAS,4,8,10306,20066.4
48039,Brazoria County,TX,1,GAS,1,8,10434,19840
48041,Brazos County,TX,1,GAS,3,10,10394,19861.199
48043,Brewster County,TX,1,GAS,1,8,10584,20578
48045,Briscoe County,TX,1,GAS,2,7,10306,20025
48047,Brooks County,TX,1,GAS,2,6,11292,20586
48049,Brown County,TX,1,GAS,2,5,11466,20112
48051,Burleson County,TX,1,GAS,2,7,11279,21147
48053,Burnet County,TX,1,GAS,3,8,9916,19393
48055,Caldwell County,TX,1,GAS,1,7,11852,20828
48057,Calhoun County,TX,1,GAS,3,7,11513,20993.6
48059,Callahan County,TX,1,GAS,4,5,10390,19057.801
48061,Cameron County,TX,1,GAS,2,8,11382,20707
48063,Camp County,TX,1,GAS,2,7,11091,20348
48065,Carson County,TX,1,GAS,2,9,11225,20035
48067,Cass County,TX,1,GAS,2,9,10932,20668
48069,Castro County,TX,1,GAS,2,7,10716,19936
48071,Chambers County,TX,1,GAS,2,7,10618,20155
48073,Cherokee County,TX,1,GAS,1,7,10379,20222
48075,Childress County,TX,1,GAS,1,9,11075,20824
48077,Clay County,TX,1,GAS,0,7,10826,20259
48079,Cochran County,TX,1,GAS,1,7,10947,21193
48081,Coke County,TX,1,GAS,0,6,11247,20500.5
48083,Coleman County,TX,1,GAS,1,7,12309,22305
48085,Collin County,TX,1,GAS,1,7,11228,20192
48087,Collingsworth County,TX,1,GAS,2,6,10990,19953
48089,Colorado County,TX,1,GAS,3,8,10697,20413.6
48091,Comal County,TX,1,GAS,2,8,11265,20707
48093,Comanche County,TX,1,GAS,1,5,10795,19384
48095,Concho County,TX,1,GAS,2,7,11139,20367
48097,Cooke County,TX,1,GAS,2,7,10660,19439
48099,Coryell County,TX,1,GAS,2,7,10884,20002
48101,Cottle County,TX,1,GAS,3,9,11218,20797.4
48103,Crane County,TX,1,GAS,2,10,10817,20706
48105,Crockett County,TX,1,GAS,2,9,10827,20569
48107,Crosby County,TX,1,GAS,1,11,11391,20993
48109,Culberson County,TX,1,GAS,2,10,11039,20329
48111,Dallam County,TX,1,GAS,1,10,11011,19885
48113,Dallas County,TX,1,GAS,3,8,10264,19538
48115,Dawson County,TX,1,GAS,3,10,10926,20310.199
48117,Deaf Smith County,TX,1,GAS,1,9,10920,20623
48119,Delta County,TX,1,GAS,2,9,10609,19710
48121,Denton County,TX,1,GAS,1,10,10511,19930
48123,DeWitt County,TX,1,GAS,1,9,9572,18759
48125,Dickens County,TX,1,GAS,2,10,10474,19892
48127,Dimmit County,TX,1,GAS,1,9,11073,20383
48129,Donley County,TX,1,GAS,1,12,11384,20063
48131,Duval County,TX,1,GAS,1,10,10555,20082
48133,Eastland County,TX,1,GAS,1,9,10814,20236
48135,Ector County,TX,1,GAS,1,10,10336,19225
48137,Edwards County,TX,1,GAS,0,10,10923,20756.5
48139,Ellis County,TX,1,GAS,2,10,10282,20152
48141,El Paso County,TX,1,GAS,3,10,10645,19304
48143,Erath County,TX,1,GAS,3,7,11308,21003
48145,Falls County,TX,1,GAS,1,9,11452,22084
48147,Fannin County,TX,1,GAS,1,10,10240,20423
48149,Fayette County,TX,1,GAS,2,8,10500,19939
48151,Fisher County,TX,1,GAS,1,8,10567,20322
48153,Floyd County,TX,1,GAS,0,10,10696,19769.5
48155,Foard County,TX,1,GAS,4,9,10255,20026.4
48157,Fort Bend County,TX,1,GAS,1,11,10977,20808
48159,Franklin County,TX,1,GAS,2,10,11314,21349
48161,Freestone County,TX,1,GAS,1,9,10953,20349
48163,Frio County,TX,1,GAS,2,10,9895,19859
48165,Gaines County,TX,1,GAS,2,10,10545,20024
48167,Galveston County,TX,1,GAS,3,10,10166,20082.801
48169,Garza County,TX,1,GAS,2,10,10713,19926
48171,Gillespie County,TX,1,GAS,2,8,10774,19464
48173,Glasscock County,TX,1,GAS,1,10,10700,20294
48175,Goliad County,TX,1,GAS,1,10,11277,20556
48177,Gonzales County,TX,1,GAS,1,9,10896,20668
48179,Gray County,TX,1,GAS,1,9,11741,21324
48181,Grayson County,TX,1,GAS,1,11,10565,20256
48183,Gregg County,TX,1,GAS,2,10,10676,20252
48185,Grimes County,TX,1,GAS,2,10,10992,20052
48187,Guadalupe County,TX,1,GAS,1,10,10561,20767
48189,Hale County,TX,1,GAS,2,10,10622,19393
48191,Hall County,TX,1,GAS,3,10,11228,21407.199
48193,Hamilton County,TX,1,GAS,1,8,11393,20374
48195,Hansford County,TX,1,GAS,1,10,10305,20183
48197,Hardeman County,TX,1,GAS,1,9,11083,20292
48199,Hardin County,TX,1,GAS,2,11,10845,18757
48201,Harris County,TX,1,GAS,3,7,10490,20789.199
48203,Harrison County,TX,1,GAS,3,9,9930,18427
48205,Hartley County,TX,1,GAS,2,7,10589,20846
48207,Haskell County,TX,1,GAS,2,8,11124,21135
48209,Hays County,TX,1,GAS,1,7,10816,21118
48211,Hemphill County,TX,1,GAS,1,7,10056,18592
48213,Henderson County,TX,1,GAS,2,8,11524,20671
48215,Hidalgo County,TX,1,GAS,2,9,11311,20505
48217,Hill County,TX,1,GAS,3,7,11692,21328.199
48219,Hockley County,TX,1,GAS,1,8,10499,20018
48221,Hood County,TX,1,GAS,3,8,10834,19768.4
48223,Hopkins County,TX,1,GAS,0,8,10408,19983
48225,Houston County,TX,1,GAS,3,7,11292,21029.199
48227,Howard County,TX,1,GAS,2,8,11135,20385
48229,Hudspeth County,TX,1,GAS,3,7,10937,20305.4
48231,Hunt County,TX,1,GAS,0,9,10183,19316.5
48233,Hutchinson County,TX,1,GAS,2,8,11124,20631
48235,Irion County,TX,1,GAS,2,6,10412,20523
48237,Jack County,TX,1,GAS,2,10,10511,20252
48239,Jackson County,TX,1,GAS,2,8,10564,19360
48241,Jasper County,TX,1,GAS,2,5,10788,20386
48243,Jeff Davis County,TX,1,GAS,1,7,11789,21937
48245,Jefferson County,TX,1,GAS,3,7,11294,20681.4
48247,Jim Hogg County,TX,1,GAS,3,7,10689,20349
48249,Jim Wells County,TX,1,GAS,3,7,10826,20371
48251,Johnson County,TX,1,GAS,2,7,10868,20734
48253,Jones County,TX,1,GAS,2,5,11147,20166
48255,Karnes County,TX,1,GAS,1,7,11535,20872
48257,Kaufman County,TX,1,GAS,1,7,11019,20919
48259,Kendall County,TX,1,GAS,1,7,11329,20690
48261,Kenedy County,TX,1,GAS,2,7,11040,20717
48263,Kent County,TX,1,GAS,0,7,11757,22188
48265,Kerr County,TX,1,GAS,2,7,10608,20467
48267,Kimble County,TX,1,GAS,0,10,11351,20947.5
48269,King County,TX,1,GAS,0,8,9910,18870
48271,Kinney County,TX,1,GAS,5,7,11069,19984.4
48273,Kleberg County,TX,1,GAS,1,7,10281,20086
48275,Knox County,TX,1,GAS,1,7,10741,19562
48277,Lamar County,TX,1,GAS,0,7,10490,19766
48279,Lamb County,TX,1,GAS,2,7,10830,20119
48281,Lampasas County,TX,1,GAS,2,9,11469,20399
48283,La Salle County,TX,1,GAS,3,8,11247,20232.4
48285,Lavaca County,TX,1,GAS,2,8,10750,19415
48287,Lee County,TX,1,GAS,2,9,10909,20270
48289,Leon County,TX,1,GAS,0,7,11822,20820.5
48291,Liberty County,TX,1,GAS,0,9,10850,19891.5
48293,Limestone County,TX,1,GAS,2,8,10804,20188
48295,Lipscomb County,TX,1,GAS,3,8,10766,20324
48297,Live Oak County,TX,1,GAS,2,7,11013,20760
48299,Llano County,TX,1,GAS,1,8,10562,20218
48301,Loving County,TX,1,GAS,4,10,11061,21048.801
48303,Lubbock County,TX,1,GAS,0,11,10222,19745
48305,Lynn County,TX,1,GAS,2,10,10960,20329
48307,McCulloch County,TX,1,GAS,3,9,10141,20157.4
48309,McLennan County,TX,1,GAS,1,10,11312,21103
48311,McMullen County,TX,1,GAS,3,10,11001,20432.4
48313,Madison County,TX,1,GAS,1,11,11121,20636
48315,Marion County,TX,1,GAS,2,10,11139,19917
48317,Martin County,TX,1,GAS,1,10,11450,21815
48319,Mason County,TX,1,GAS,2,10,11438,21224
48321,Matagorda County,TX,1,GAS,2,10,10832,20647
48323,Maverick County,TX,1,GAS,0,9,10766,20729.5
48325,Medina County,TX,1,GAS,1,9,10454,18765
48327,Menard County,TX,1,GAS,2,10,10654,20291
48329,Midland County,TX,1,GAS,2,10,11945,21233
48331,Milam County,TX,1,GAS,2,8,11490,20157
48333,Mills County,TX,1,GAS,1,8,11897,21129
48335,Mitchell County,TX,1,GAS,0,8,10621,20630.5
48337,Montague County,TX,1,GAS,3,9,10987,20101.6
48339,Montgomery County,TX,1,GAS,5,9,10326,20782.801
48341,Moore County,TX,1,GAS,2,9,11038,21732
48343,Morris County,TX,1,GAS,3,10,11015,20429.4
48345,Motley County,TX,1,GAS,3,8,12151,21043.6
48347,Nacogdoches County,TX,1,GAS,3,10,11651,21228.4
48349,Navarro County,TX,1,GAS,1,8,10858,20586
48351,Newton County,TX,1,GAS,3,10,11557,20679
48353,Nolan County,TX,1,GAS,2,10,11092,21180
48355,Nueces County,TX,1,GAS,2,8,11616,21455
48357,Ochiltree County,TX,1,GAS,2,10,10550,19755
48359,Oldham County,TX,1,GAS,2,9,11861,20992
48361,Orange County,TX,1,GAS,1,9,11019,20552
48363,Palo Pinto County,TX,1,GAS,1,11,12059,20302
48365,Panola County,TX,1,GAS,1,10,9775,18302
48367,Parker County,TX,1,GAS,2,9,11168,19853
48369,Parmer County,TX,1,GAS,2,9,11022,20426
48371,Pecos County,TX,1,GAS,1,9,10528,19623
48373,Polk County,TX,1,GAS,3,11,11619,21451.6
48375,Potter County,TX,1,GAS,0,9,10893,20921.5
48377,Presidio County,TX,1,GAS,2,8,10496,20403
48379,Rains County,TX,1,GAS,1,9,10267,19401
48381,Randall County,TX,1,GAS,2,10,10613,19999
48383,Reagan County,TX,1,GAS,0,10,9795,19178.5
48385,Real County,TX,1,GAS,3,9,10484,19957.6
48387,Red River County,TX,1,GAS,2,12,9982,18844
48389,Reeves County,TX,1,GAS,2,9,10062,19138
48391,Refugio County,TX,1,GAS,1,10,10700,20844
48393,Roberts County,TX,1,GAS,2,9,10189,20191
48395,Robertson County,TX,1,GAS,4,11,11461,21444.4
48397,Rockwall County,TX,1,GAS,2,7,10593,19583
48399,Runnels County,TX,1,GAS,2,12,10666,20682
48401,Rusk County,TX,1,GAS,1,7,10569,19658
48403,Sabine County,TX,1,GAS,1,8,11121,20740
48405,San Augustine County,TX,1,GAS,3,7,11705,20709.199
48407,San Jacinto County,TX,1,GAS,1,7,10781,20428
48409,San Patricio County,TX,1,GAS,2,8,9926,19592
48411,San Saba County,TX,1,GAS,1,9,10807,20012
48413,Schleicher County,TX,1,GAS,2,7,11480,22192
48415,Scurry County,TX,1,GAS,2,8,10982,21153
48417,Shackelford County,TX,1,GAS,3,7,10404,20425.801
48419,Shelby County,TX,1,GAS,2,6,10878,20626
48421,Sherman County,TX,1,GAS,2,8,11404,20862
48423,Smith County,TX,1,GAS,2,8,10532,20436
48425,Somervell County,TX,1,GAS,2,8,10528,19755
48427,Starr County,TX,1,GAS,2,7,11397,20817
48429,Stephens County,TX,1,GAS,3,7,11037,20580.6
48431,Sterling County,TX,1,GAS,2,9,11281,20918
48433,Stonewall County,TX,1,GAS,1,9,10629,20821
48435,Sutton County,TX,1,GAS,2,7,11152,21142
48437,Swisher County,TX,1,GAS,1,7,11069,20399
48439,Tarrant County,TX,1,GAS,1,7,11356,20099
48441,Taylor County,TX,1,GAS,3,10,11026,20667.199
48443,Terrell County,TX,1,GAS,2,6,11147,20586
48445,Terry County,TX,1,GAS,0,8,11697,21510
48447,Throckmorton County,TX,1,GAS,1,8,10149,18948
48449,Titus County,TX,1,GAS,2,7,11183,20640
48451,Tom Green County,TX,1,GAS,1,9,10294,19810
48453,Travis County,TX,1,GAS,4,8,10484,19481.4
48455,Trinity County,TX,1,GAS,1,10,10884,20099
48457,Tyler County,TX,1,GAS,2,6,11030,20665
48459,Upshur County,TX,1,GAS,1,8,10316,20319
48461,Upton County,TX,1,GAS,3,6,10619,20705
48463,Uvalde County,TX,1,GAS,2,7,10815,19408
48465,Val Verde County,TX,1,GAS,1,8,11413,21526
48467,Van Zandt County,TX,1,GAS,2,6,11631,20857
48469,Victoria County,TX,1,GAS,1,7,10539,19907
48471,Walker County,TX,1,GAS,4,7,12292,21402
48473,Waller County,TX,1,GAS,0,7,12159,21264
48475,Ward County,TX,1,GAS,2,8,11696,20695
48477,Washington County,TX,1,GAS,3,8,10216,19466.199
48479,Webb County,TX,1,GAS,3,8,11034,20287.4
48481,Wharton County,TX,1,GAS,1,8,11085,20405
48483,Wheeler County,TX,1,GAS,1,10,10146,19529
48485,Wichita County,TX,1,GAS,3,7,10656,21814.199
48487,Wilbarger County,TX,1,GAS,0,7,10943,20489
48489,Willacy County,TX,1,GAS,1,7,11356,20888
48491,Williamson County,TX,1,GAS,2,8,11756,21111
48493,Wilson County,TX,1,GAS,0,8,9283,17709
48495,Winkler County,TX,1,GAS,1,7,10968,21033
48497,Wise County,TX,1,GAS,1,7,11065,21116
48499,Wood County,TX,1,GAS,2,7,11644,20162
48501,Yoakum County,TX,1,HYDRO,3,10,10744,19712.801
48503,Young County,TX,1,HYDRO,3,9,10413,20298.6
48505,Zapata County,TX,1,HYDRO,4,8,10905,20201.4
48507,Zavala County,TX,1,HYDRO,2,8,10878,20617
49001,Beaver County,UT,1,COAL,2,6,10740,19100
49003,Box Elder County,UT,1,COAL,3,8,10891,19575.4
49005,Cache County,UT,1,COAL,2,7,11148,20555
49007,Carbon County,UT,1,COAL,4,8,11976,22403.6
49009,Daggett County,UT,1,COAL,1,9,11011,18200
49011,Davis County,UT,1,COAL,2,8,9516,17765
49013,Duchesne County,UT,1,COAL,2,6,11163,20563
49015,Emery County,UT,1,COAL,2,8,10345,19543
49017,Garfield County,UT,1,COAL,2,8,11196,20836
49019,Grand County,UT,1,COAL,1,8,10376,20279
49021,Iron County,UT,1,COAL,2,7,10781,19686
49023,Juab County,UT,1,COAL,0,8,10960,20370.5
49025,Kane County,UT,1,COAL,0,7,10246,19551.5
49027,Millard County,UT,1,COAL,2,6,10646,19129
49029,Morgan County,UT,1,COAL,1,7,11140,19650
49031,Piute County,UT,1,COAL,2,8,10720,20234
49033,Rich County,UT,1,COAL,3,6,10642,19576.801
49035,Salt Lake County,UT,1,COAL,4,8,10788,18874.199
49037,San Juan County,UT,1,COAL,3,7,10779,19229.4
49039,Sanpete County,UT,1,COAL,2,7,10786,19340
49041,Sevier County,UT,1,COAL,1,7,10883,19469
49043,Summit County,UT,1,COAL,2,9,11139,19173
49045,Tooele County,UT,1,COAL,1,9,10788,19679
49047,Uintah County,UT,1,COAL,3,6,10825,18824.199
49049,Utah County,UT,1,COAL,1,8,11137,19399
49051,Wasatch County,UT,1,COAL,2,9,10965,19143
49053,Washington County,UT,1,COAL,3,8,11464,20235
49055,Wayne County,UT,1,COAL,2,5,9996,18870
49057,Weber County,UT,1,COAL,2,8,10227,19625
50001,Addison County,VT,0,COAL,3,8,11154,20515
50003,Bennington County,VT,0,COAL,2,6,10624,19296
50005,Caledonia County,VT,0,COAL,2,10,11129,20985
50007,Chittenden County,VT,0,COAL,4,8,10379,19226
50009,Essex County,VT,0,COAL,2,9,10614,20196
50011,Franklin County,VT,0,COAL,2,8,10845,19781
50013,Grand Isle County,VT,0,COAL,1,7,11503,20857
50015,Lamoille County,VT,0,COAL,2,9,10752,20353
50017,Orange County,VT,0,COAL,1,8,10704,19166
50019,Orleans County,VT,0,COAL,0,6,11305,21306
50021,Rutland County,VT,0,COAL,2,7,11109,20063
50023,Washington County,VT,0,COAL,1,8,10646,19767
50025,Windham County,VT,0,COAL,2,6,10548,19779
50027,Windsor County,VT,0,COAL,2,8,10520,20095
51001,Accomack County,VA,0,COAL,1,7,10651,19961
51003,Albemarle County,VA,0,COAL,1,8,10183,19359
51005,Alleghany County,VA,0,COAL,2,9,11052,19876
51007,Amelia County,VA,0,COAL,1,8,10904,19890
51009,Amherst County,VA,0,COAL,2,6,10973,19770
51011,Appomattox County,VA,0,COAL,0,7,10222,19695
51013,Arlington County,VA,0,COAL,2,7,10417,19533
51015,Augusta County,VA,0,COAL,2,7,10819,20208
51017,Bath County,VA,0,COAL,1,8,10887,20425
51019,Bedford County,VA,0,COAL,0,8,10230,19498
51021,Bland County,VA,0,COAL,1,8,10842,20091
51023,Botetourt County,VA,0,COAL,0,8,10665,19707
51025,Brunswick County,VA,0,COAL,2,8,10831,19623
51027,Buchanan County,VA,0,COAL,3,7,10875,21359
51029,Buckingham County,VA,0,COAL,1,7,11281,20309
51031,Campbell County,VA,0,COAL,3,8,10598,21044
51033,Caroline County,VA,0,COAL,2,7,11245,20038
51035,Carroll County,VA,0,COAL,2,10,11371,20316
51036,Charles City County,VA,0,COAL,0,8,10834,20272
51037,Charlotte County,VA,0,COAL,2,8,11326,19679
51041,Chesterfield County,VA,0,COAL,0,8,10355,19695
51043,Clarke County,VA,0,COAL,1,8,9918,19173
51045,Craig County,VA,0,COAL,3,9,11079,20215
51047,Culpeper County,VA,0,COAL,4,8,11512,21375
51049,Cumberland County,VA,0,COAL,3,9,9866,19160
51051,Dickenson County,VA,0,COAL,2,9,11568,20171
51053,Dinwiddie County,VA,0,COAL,1,7,11216,20016
51057,Essex County,VA,0,COAL,2,9,10982,19981
51059,Fairfax County,VA,0,COAL,2,8,11125,20172
51061,Fauquier County,VA,0,COAL,2,8,11450,21198
51063,Floyd County,VA,0,COAL,2,7,10507,19587
51065,Fluvanna County,VA,0,COAL,1,8,11198,20225
51067,Franklin County,VA,0,COAL,2,7,10926,21152
51069,Frederick County,VA,0,COAL,2,7,11414,20509
51071,Giles County,VA,0,COAL,1,7,10472,20223
51073,Gloucester County,VA,0,COAL,1,8,10772,19163
51075,Goochland County,VA,0,COAL,3,7,11069,19703
51077,Grayson County,VA,0,COAL,2,7,11448,20403
51079,Greene County,VA,0,COAL,1,6,10705,20458
51081,Greensville County,VA,0,COAL,0,8,10883,19981
51083,Halifax County,VA,0,COAL,1,8,10956,20845
51085,Hanover County,VA,0,COAL,3,7,10658,19818
51087,Henrico County,VA,0,COAL,4,8,10779,20600
51089,Henry County,VA,0,COAL,2,7,11186,21110
51091,Highland County,VA,0,COAL,2,5,10737,19648
51093,Isle of Wight County,VA,0,COAL,1,9,10053,18974
51095,James City County,VA,0,COAL,1,8,10916,20322
51097,King and Queen County,VA,0,COAL,2,8,10522,19635
51099,King George County,VA,0,COAL,1,7,10698,20586
51101,King William County,VA,1,COAL,1,7,10458,19222
51103,Lancaster County,VA,1,COAL,2,9,10028,17936
51105,Lee County,VA,1,COAL,2,10,10923,19981
51107,Loudoun County,VA,1,COAL,2,9,10986,18897
51109,Louisa County,VA,1,COAL,2,9,11214,19911
51111,Lunenburg County,VA,1,COAL,3,10,10302,19427.199
51113,Madison County,VA,1,COAL,1,9,10723,18957
51115,Mathews County,VA,1,COAL,0,7,11393,20485.5
51117,Mecklenburg County,VA,1,COAL,1,10,10481,18517
51119,Middlesex County,VA,1,COAL,1,10,11724,20523
51121,Montgomery County,VA,1,COAL,3,9,11468,20247.4
51125,Nelson County,VA,1,COAL,3,10,10181,18583.199
51127,New Kent County,VA,1,COAL,4,10,10552,19230.199
51131,Northampton County,VA,1,COAL,0,9,11206,20345.5
51133,Northumberland County,VA,1,COAL,2,7,10734,19949
51135,Nottoway County,VA,1,COAL,2,8,10872,19175
51137,Orange County,VA,1,COAL,3,9,9876,19148.801
51139,Page County,VA,1,COAL,2,10,11428,19909
51141,Patrick County,VA,1,COAL,1,10,11171,18849
51143,Pittsylvania County,VA,1,COAL,4,10,11729,20124.199
51145,Powhatan County,VA,1,COAL,2,10,10977,19090
